price,distance_from_CBD,distance_from_closest_private_school,distance_from_closest_public_school,distance_from_closest_station,Violent.Crime,Non.Violent.Crime,Drug.offences,predicted,residuals
850000,28.09197815,0.757,0.398,1.239,721,5745,248,935463.2401736408,-85463.2401736528
730000,27.76003757,0.791,0.789,1.336,721,5745,248,954617.4267264606,-224617.42672647294
751000,26.80650701,2.102,0.374,1.685,721,5745,248,940753.2059199974,-189753.20592000993
590000,27.66416324,0.55,0.584,0.238,721,5745,248,932884.0796928887,-342884.0796929012
625000,27.96704375,0.949,0.574,0.614,721,5745,248,932101.1954981774,-307101.1954981895
733000,27.89874432,1.49,0.606,2.468,721,5745,248,957515.459550864,-224515.45955087632
650000,28.02598533,0.501,0.233,0.841,721,5745,248,925841.4550992431,-275841.4550992551
700000,27.851713320000002,1.041,0.409,0.594,721,5745,248,925631.2765303933,-225631.2765304055
791000,26.69581407,0.558,0.668,1.275,721,5745,248,960343.808823303,-169343.80882331525
910000,26.15757401,2.105,0.346,2.313,721,5745,248,954902.7384155384,-44902.738415551124
980000,26.49753053,2.394,0.577,1.803,721,5745,248,950514.1156598328,29485.884340154225
740000,26.825913,2.009,0.371,1.43,721,5745,248,937387.6718875956,-197387.6718876083
738000,28.45531718,1.041,0.654,1.032,721,5745,248,936509.3400964682,-198509.3400964805
617000,27.08950817,1.58,0.536,0.958,721,5745,248,938004.3858090927,-321004.38580910536
660000,27.92142485,0.592,0.443,1.099,721,5745,248,937994.3328161155,-277994.3328161276
860000,26.80151783,0.83,0.249,1.59,721,5745,248,945692.5371642486,-85692.53716426082
778500,27.11806415,1.274,0.39,2.034,721,5745,248,951256.9311298173,-172756.9311298297
930000,28.01529129,0.949,0.559,0.729,721,5745,248,932859.7148789557,-2859.714878967864
995000,28.01328237,0.678,0.408,1.171,721,5745,248,936189.2732323963,58810.72676759165
746000,26.92395275,1.918,0.274,1.417,721,5745,248,933393.0267984901,-187393.0267985026
803000,28.07031824,1.221,0.551,1.756,721,5745,248,945379.0855371092,-142379.08553712122
595000,28.90173342,1.137,0.5,1.169,721,5745,248,927930.2170421226,-332930.2170421347
905000,26.98089858,0.558,0.3,0.583,721,5745,248,933093.1108746956,-28093.11087470792
850000,26.68571327,2.189,0.478,1.646,721,5745,248,944456.5438579678,-94456.54385798056
907500,26.03558695,2.003,0.609,2.159,721,5745,248,964648.9791251601,-57148.97912517275
890000,26.99054286,0.977,0.366,1.733,721,5745,248,949450.6726829397,-59450.67268295194
800000,26.12004948,2.103,0.425,2.26,721,5745,248,957483.54436176,-157483.54436177242
700000,26.97344698,1.127,0.239,1.886,721,5745,248,945724.2338166913,-245724.23381670372
710000,28.67423445,0.784,0.327,1.272,721,5745,248,927916.4491510697,-217916.44915108162
890000,27.60469552,0.232,0.731,0.365,721,5745,248,943803.3850348348,-53803.38503484686
762000,27.51669421,1.318,0.844,2.398,721,5745,248,970463.4690186557,-208463.46901866797
660000,27.23067311,1.557,0.451,0.938,721,5745,248,933392.4615131585,-273392.461513171
885000,27.59156032,1.346,0.869,2.406,721,5745,248,970651.1298104379,-85651.12981045006
860000,27.31168894,1.329,0.23,0.708,721,5745,248,922651.430476003,-62651.430476015215
720000,27.91019506,0.796,0.601,0.509,721,5745,248,933376.4482818068,-213376.44828181906
800000,28.19006589,1.439,0.333,1.972,721,5745,248,937316.6068112828,-137316.606811295
591000,27.9773316,1.434,0.446,1.978,721,5745,248,943664.003661129,-352664.00366114086
684000,27.98133742,0.944,0.509,0.734,721,5745,248,931348.1572183339,-247348.1572183459
630000,28.45017562,0.995,0.558,1.039,721,5745,248,933363.4344274403,-303363.4344274524
695000,27.67624032,0.212,0.564,0.732,721,5745,248,942524.8639832224,-247524.8639832343
905000,27.03273905,1.202,0.305,1.962,721,5745,248,948255.164078233,-43255.16407824511
732000,27.34743239,1.285,0.177,0.667,721,5745,248,920055.9174139936,-188055.91741400608
660000,26.75345013,0.852,0.359,0.638,721,5745,248,935610.4710992685,-275610.47109928104
736000,27.64992958,1.2,0.811,1.743,721,5745,248,959055.0614644143,-223055.0614644266
675000,27.05038668,0.68,0.409,1.083,721,5745,248,943260.4828042114,-268260.48280422366
610000,27.54774991,1.503,0.231,1.747,721,5745,248,934983.2403053049,-324983.24030531716
655000,28.06839779,0.81,0.501,1.312,721,5745,248,940290.6480664007,-285290.6480664128
835000,26.41703151,0.291,0.643,0.945,721,5745,248,959111.1907156511,-124111.19071566324
860000,27.3817492,1.56,0.232,1.568,721,5745,248,933233.014156116,-73233.01415612861
720000,27.48822903,0.386,0.71,0.921,721,5745,248,951154.3851636689,-231154.3851636809
712000,27.37406139,0.952,0.869,1.474,721,5745,248,961762.7997830893,-249762.7997831014
675000,28.12527065,0.89,0.54,1.389,721,5745,248,941772.9900214382,-266772.9900214505
555000,28.42552218,0.966,0.604,1.007,721,5745,248,935117.595683453,-380117.5956834653
730000,27.10329431,0.456,0.286,0.765,721,5745,248,935163.1820381667,-205163.18203817916
731500,27.17937548,1.231,0.453,1.989,721,5745,248,952841.3190451675,-221341.31904517984
572500,27.67248169,1.118,0.335,0.885,721,5745,248,928111.9594282341,-355611.95942824654
774000,27.09348719,0.459,0.276,0.754,721,5745,248,934668.6554604863,-160668.6554604985
572000,28.08582387,1.731,0.353,2.352,721,5745,248,942240.5384558443,-370240.5384558563
657000,27.8215346,0.827,0.767,1.369,721,5745,248,953421.2595264729,-296421.25952648517
630000,28.01733058,0.762,0.502,1.269,721,5745,248,940538.6874205513,-310538.6874205635
680000,26.76785809,0.771,0.247,0.725,721,5745,248,933207.1107457558,-253207.1107457682
615000,26.99868948,1.891,0.166,1.548,721,5745,248,930816.2754387007,-315816.2754387132
510000,26.22747612,2.2,0.457,2.09,721,5745,248,954331.0786801552,-444331.07868016814
845000,26.96890196,1.033,0.265,1.794,721,5745,248,946185.6041111202,-101185.60411113256
655000,27.76671005,0.27,0.544,0.535,721,5745,248,937444.9813310822,-282444.9813310944
585000,27.13151255,1.251,0.397,2.011,721,5745,248,951260.0050702683,-366260.0050702806
585500,28.68652241,1.208,0.66,1.278,721,5745,248,937018.3405844631,-351518.3405844753
750000,27.53191566,0.878,1.016,1.417,721,5745,248,965833.1074732715,-215833.10747328372
670000,26.8270023,2.049,0.336,1.579,721,5745,248,937954.6280810154,-267954.62808102806
650000,26.08047203,2.06,0.54,2.176,721,5745,248,961356.5228102518,-311356.5228102645
620000,28.96847887,0.912,0.246,1.168,721,5745,248,919514.6501980495,-299514.6501980613
645000,28.28618382,0.825,0.192,1.221,721,5745,248,924954.9914604904,-279954.9914605024
660000,26.77574716,2.095,0.388,1.587,721,5745,248,940124.9267673382,-280124.92676735093
640000,28.15290631,0.83,0.421,1.308,721,5745,248,936232.489921719,-296232.4899217309
530000,28.19838446,0.672,0.119,0.961,721,5745,248,920275.430990941,-390275.4309909531
605000,28.27628971,1.011,0.738,0.861,721,5745,248,938959.0798115408,-333959.07981155295
685000,27.74830277,1.061,0.302,0.797,721,5745,248,925334.0188429999,-240334.01884301216
836000,27.08981494,1.049,0.463,1.789,721,5745,248,952549.0100994654,-116549.01009947757
710000,26.65867023,0.654,0.253,1.108,721,5745,248,941270.9965354,-231270.99653541244
640000,27.2754007,1.678,0.171,1.619,721,5745,248,931551.6425167877,-291551.6425168004
571000,27.12202044,1.71,0.205,1.305,721,5745,248,929120.0839091187,-358120.08390913135
615000,26.95819068,1.983,0.267,1.701,721,5745,248,936594.3110620904,-321594.31106210285
595000,28.89366437,0.973,0.732,1.168,721,5745,248,938370.5726387965,-343370.5726388087
815000,27.4168647,1.628,0.273,1.766,721,5745,248,936936.7581900446,-121936.75819005708
680000,26.7104574,0.639,0.325,1.172,721,5745,248,944705.4623628882,-264705.4623629004
555000,28.20652996,0.843,0.366,1.301,721,5745,248,933423.162313108,-378423.1623131199
695000,26.84551944,0.71,0.499,1.304,721,5745,248,951631.0122840252,-256631.01228403766
565000,28.61071716,1.13,0.596,1.206,721,5745,248,934795.9685177972,-369795.96851780906
850000,26.90828785,0.797,0.553,1.529,721,5745,248,955840.7458959426,-105840.74589595506
705525,32.14255462,0.315,0.816,0.755,1524,26762,712,732535.1031268025,-27010.103126812704
1032000,29.84828675,0.259,1.148,2.712,1524,26762,712,795739.5971485341,236260.40285145535
570000,32.14255462,0.315,0.816,0.755,1524,26762,712,732535.1031268025,-162535.1031268127
665000,30.19150895,0.502,0.385,1.128,1524,26762,712,736985.7956636415,-71985.79566365239
590000,32.14255462,0.315,0.816,0.755,1524,26762,712,732535.1031268025,-142535.1031268127
505000,31.59731706,0.357,0.794,0.351,1524,26762,712,729897.4855804264,-224897.48558043712
745000,29.20399672,1.023,0.504,0.882,1524,26762,712,741850.2271297851,3149.7728702035047
692500,33.18643178,0.468,0.895,1.594,1524,26762,712,737959.1792424542,-45459.179242464335
625000,31.24172865,1.176,0.745,1.089,1524,26762,712,735196.8351148779,-110196.8351148888
800000,31.15300068,0.583,0.246,2.729,1524,26762,712,747000.2525407374,52999.747459252096
570000,29.18719121,0.605,0.601,1.34,1524,26762,712,756406.2836488758,-186406.28364888678
785000,30.01152488,0.822,0.264,1.408,1524,26762,712,735359.2927194438,49640.70728054538
610000,32.7995414,0.248,0.649,1.093,1524,26762,712,726121.7705092484,-116121.77050925854
700000,30.61402997,0.815,0.482,1.74,1524,26762,712,743647.3318196868,-43647.33181969763
680000,32.50094674,0.555,0.378,0.793,1524,26762,712,710995.6996155716,-30995.69961558224
827000,29.51334629,0.903,0.401,1.583,1524,26762,712,746948.5470389549,80051.45296103423
635000,29.65148323,0.864,0.464,1.445,1524,26762,712,746406.6889620547,-111406.68896206559
922000,29.89553957,0.317,1.147,2.773,1524,26762,712,795712.1127964947,126287.8872034949
1230000,31.17581062,0.735,0.731,1.708,1524,26762,712,748563.6306051102,481436.3693948792
565000,28.07593744,1.241,0.937,3.015,1524,26762,712,799065.5941090616,-234065.59410907287
830000,31.99812844,1.517,0.51,1.65,1524,26762,712,725120.8989747851,104879.10102520425
935000,27.45857949,0.996,0.964,2.661,1524,26762,712,802229.9597209666,132770.0402790221
805000,29.64478117,0.175,0.456,0.871,1524,26762,712,743433.2794044686,61566.72059552044
640000,31.11488065,0.532,0.439,1.442,1524,26762,712,735552.8780897285,-95552.87808973943
685000,30.33300939,0.611,0.504,1.926,1524,26762,712,751579.3565040508,-66579.35650406138
735000,31.23974502,0.271,0.381,2.406,1524,26762,712,749252.0852417399,-14252.0852417502
710000,30.03848305,1.453,0.875,1.66,1524,26762,712,756994.6682615986,-46994.66826160939
773500,31.73729844,0.232,0.837,2.327,1524,26762,712,761631.6063819653,11868.393618024347
512000,29.2532032,0.988,0.227,2.368,1524,26762,712,753758.413622143,-241758.41362215384
696000,29.25579775,0.856,0.548,1.586,1524,26762,712,755320.5221700622,-59320.52217007332
692000,30.60082674,0.273,0.788,1.231,1524,26762,712,752540.630199363,-60540.630199373634
835000,31.00821931,1.461,0.622,1.064,1524,26762,712,729605.858780006,105394.14121998304
750000,32.14255462,0.315,0.816,0.755,1524,26762,712,732535.1031268025,17464.896873187296
640000,30.66239027,0.293,0.797,1.272,1524,26762,712,752801.9163564977,-112801.9163565083
790000,31.80861052,0.353,0.606,0.293,1524,26762,712,719955.1012746252,70044.89872536412
650000,29.59467096,0.809,0.518,1.475,1524,26762,712,749925.5041276799,-99925.50412769087
605000,31.62679068,0.831,0.775,1.992,1524,26762,712,749825.7982704146,-144825.79827042494
840000,30.09092131,1.533,0.833,1.621,1524,26762,712,753619.6514291819,86380.34857080714
570000,32.14255462,0.315,0.816,0.755,1524,26762,712,732535.1031268025,-162535.1031268127
806000,30.30964295,0.299,0.623,0.868,1524,26762,712,742941.2950869265,63058.70491306259
615000,30.56798644,0.67,0.24,2.107,1524,26762,712,741599.5987495799,-126599.5987495905
670000,31.1083189,0.679,0.732,1.659,1524,26762,712,748933.4066864843,-78933.40668649472
610000,31.28828833,1.084,0.394,1.095,1524,26762,712,722156.4470088447,-112156.44700885545
930000,30.1213746,1.524,0.851,1.59,1524,26762,712,753653.42837325,176346.57162673914
750000,32.45143489,0.901,0.429,0.903,1524,26762,712,712037.2675593076,37962.73244068197
780000,28.11167411,1.232,0.993,3.092,1524,26762,712,802169.0717039341,-22169.071703945054
708000,29.79612907,0.315,0.381,0.888,1524,26762,712,738252.5726794053,-30252.572679416095
870000,31.14702138,1.246,0.484,1.264,1524,26762,712,728018.8683906326,141981.13160935664
680000,29.87260439,1.25,0.771,1.809,1524,26762,712,758490.2576862457,-78490.25768625687
665000,28.22943518,1.611,0.184,2.146,1524,26762,712,752163.835145674,-87163.83514568527
650000,31.8459477,1.378,0.665,1.739,1524,26762,712,735004.7221348311,-85004.72213484187
410500,29.37846088,0.7,0.429,0.684,1524,26762,712,737247.0283703066,-326747.0283703173
755000,28.94803802,1.252,1.569,3.474,1524,26762,712,822749.0560875544,-67749.05608756538
635000,29.93462837,1.368,0.589,1.823,1524,26762,712,750109.9238113777,-115109.92381138871
595000,30.80022017,0.37,0.725,1.364,1524,26762,712,749554.0697168428,-154554.06971685353
738000,31.86496636,0.439,1.066,2.068,1524,26762,712,763572.6682594477,-25572.668259458034
695000,32.71124633,0.341,0.588,1.004,1524,26762,712,722362.869375061,-27362.869375071466
705000,32.29618956,0.917,0.36,1.715,1524,26762,712,722999.5844710437,-17999.584471054026
955000,29.55868372,1.069,0.454,2.135,1524,26762,712,755575.6491129936,199424.3508869955
770000,29.17500847,0.872,0.469,1.609,1524,26762,712,753189.8468279652,16810.153172023813
895000,30.00257655,1.48,0.76,1.716,1524,26762,712,753492.3531342226,141507.64686576667
700000,30.15077625,0.684,0.627,1.761,1524,26762,712,754748.2214968337,-54748.22149684441
683500,31.96122825,0.457,1.04,2.182,1524,26762,712,763315.1180914284,-79815.11809143874
720000,29.54799905,0.855,0.541,1.816,1524,26762,712,756026.8884371577,-36026.88843716838
432000,29.99279118,1.325,0.166,0.547,1524,26762,712,714169.2424438919,-282169.24244390335
720000,32.14255462,0.315,0.816,0.755,1524,26762,712,732535.1031268025,-12535.103126812734
668000,29.32332233,0.49,1.188,2.652,1524,26762,712,798913.845433689,-130913.84543369971
583000,31.83903753,0.652,0.392,0.917,1524,26762,712,718349.9201163359,-135349.9201163466
650000,29.30877571,0.326,0.453,1.016,1524,26762,712,747137.438099629,-97137.43809963997
595000,32.13535127,1.1,0.29,1.802,1524,26762,712,721425.7882172747,-126425.7882172851
650000,32.77877615,0.364,0.944,1.193,1524,26762,712,738187.306097589,-88187.30609759926
600000,27.66248735,1.17,0.932,2.648,1524,26762,712,797492.0071236913,-197492.00712370238
625000,32.03554753,0.88,0.469,1.5,1524,26762,712,726513.8455265833,-101513.84552659385
688000,31.42976233,1.366,0.398,1.335,1524,26762,712,722269.3280851387,-34269.32808514983
324000,29.26250088,0.805,0.545,0.797,1524,26762,712,743535.8993244658,-419535.8993244769
1040000,27.98770093,1.384,0.693,2.689,1524,26762,712,784189.0321337373,255810.9678662518
697500,30.44681161,0.444,0.572,2.614,1524,26762,712,765189.9520923421,-67689.95209235253
699000,31.9622389,1.021,0.482,1.602,1524,26762,712,727975.2083390721,-28975.208339082412
652000,29.56840148,0.935,0.357,0.954,1524,26762,712,734878.0629217632,-82878.06292177443
650000,32.6828109,0.227,1.131,1.303,1524,26762,712,749118.247887487,-99118.2478874974
770000,32.14255462,0.315,0.816,0.755,1524,26762,712,732535.1031268025,37464.896873187296
640000,31.18166223,0.774,0.276,1.133,1524,26762,712,721838.6168989569,-81838.6168989675
860000,32.00184401,0.497,1.088,2.131,1524,26762,712,763681.1800852537,96318.81991473604
783000,32.14255462,0.315,0.816,0.755,1524,26762,712,732535.1031268025,50464.896873187296
396000,27.77117855,1.34,0.765,2.533,1524,26762,712,786855.1360706694,-390855.13607068086
1200000,29.37850045,0.546,0.885,2.106,1524,26762,712,777913.5452643957,422086.4547355936
380000,29.42523975,0.893,0.613,0.651,1524,26762,712,741735.082348072,-361735.0823480829
645000,31.14065918,0.882,0.466,1.03,1524,26762,712,726999.8012102298,-81999.80121024052
840000,28.33014443,1.44,0.92,3.122,1524,26762,712,796081.9425328076,43918.05746718114
650000,31.58599071,0.6,0.962,2.111,1524,26762,712,761238.5908450359,-111238.59084504629
730000,30.78615927,0.2,0.486,1.031,1524,26762,712,736864.5777988269,-6864.577798837374
679000,31.88301142,0.335,0.289,0.263,1524,26762,712,706783.0823564115,-27783.082356422325
702000,28.47839273,1.468,0.153,2.234,1524,26762,712,751398.3360807167,-49398.33608072788
600000,32.06012249,0.604,0.448,1.195,1524,26762,712,723251.6929302351,-123251.69293024535
646000,31.9790596,0.375,0.325,0.28,1524,26762,712,707242.3962546855,-61242.39625469587
585000,28.84177389,0.902,0.354,1.607,1524,26762,712,751367.0687724266,-166367.06877243757
460000,29.52232799,0.849,0.568,0.55,1524,26762,712,737996.214202401,-277996.21420241223
603500,32.10602725,0.557,0.452,0.47,1524,26762,712,712338.1843400723,-108838.18434008311
745000,28.81328361,1.03,0.997,2.985,1524,26762,712,796344.4169987587,-51344.41699876933
725000,31.80595792,0.326,0.953,2.192,1524,26762,712,762617.2510089185,-37617.251008928804
660000,32.5660401,0.317,0.967,1.348,1524,26762,712,743710.3965477131,-83710.39654772331
773000,29.36264032,0.757,0.464,1.478,1524,26762,712,750368.7368058469,22631.263194142222
630000,29.90333274,1.212,0.742,1.773,1524,26762,712,756887.599557007,-126887.59955701783
650000,30.41643797,0.607,0.404,2.003,1524,26762,712,748208.0808310411,-98208.08083105154
700000,30.33351891,1.027,0.739,0.187,1524,26762,712,730406.71759455,-30406.717594561145
780000,32.00694324,0.813,0.551,0.77,1524,26762,712,719356.65091706,60643.349082929504
743000,30.66713404,0.115,0.677,1.109,1524,26762,712,747205.2161218564,-4205.216121866837
621000,29.82175419,0.855,0.294,1.538,1524,26762,712,739867.6328139368,-118867.63281394761
1030000,29.7076209,1.186,0.603,1.988,1524,26762,712,756748.475014841,273251.5249851482
590000,31.4390146,0.818,0.703,1.851,1524,26762,712,746646.0030547711,-156646.00305478176
665000,31.54517248,0.809,0.448,0.801,1524,26762,712,719920.0649142268,-54920.06491423747
830000,29.92099577,0.367,0.819,2.044,1524,26762,712,771262.8905156709,58737.10948431848
700000,30.31948147,0.736,0.585,1.778,1524,26762,712,751461.1891716926,-51461.189171703496
915000,27.97646161,1.434,0.639,2.612,1524,26762,712,780589.1301320507,134410.86986793796
680000,31.75757906,0.788,0.225,1.054,1524,26762,712,713520.6982222812,-33520.69822229164
687000,31.97325121,0.367,0.317,0.271,1524,26762,712,706917.2622409707,-19917.26224098127
775000,29.26463443,0.402,0.556,1.113,1524,26762,712,752308.9723386627,22691.027661326458
610000,31.90041434,0.641,0.358,1.028,1524,26762,712,718296.8105459146,-108296.81054592505
748000,31.9674613,0.968,0.746,0.933,1524,26762,712,728349.9975330965,19650.00246689281
795000,29.08912854,0.726,1.046,2.765,1524,26762,712,795135.4767669907,-135.47676700153465
435000,29.59257359,0.81,0.531,0.474,1524,26762,712,735138.0174377211,-300138.0174377324
750000,28.91137995,0.759,0.553,1.436,1524,26762,712,757075.3187588509,-7075.318758862135
650000,29.65705831,0.768,0.419,1.662,1524,26762,712,748782.2025984353,-98782.20259844608
795000,28.1992607,1.175,1.303,3.435,1524,26762,712,819100.9058405205,-24100.905840531617
505000,29.19407723,0.648,0.44,0.883,1524,26762,712,742776.5769596254,-237776.57695963635
462000,29.99633092,1.152,0.339,0.365,1524,26762,712,719546.261715275,-257546.26171528612
770400,28.32722456,1.488,0.225,2.47,1524,26762,712,758923.6792498997,11476.320750089424
740000,29.72214196,1.349,0.477,2.048,1524,26762,712,751249.4898125392,-11249.48981255015
730000,29.8674044,0.123,0.962,2.3,1524,26762,712,783298.5530958863,-53298.553095896816
800000,31.96490496,0.844,0.366,1.394,1524,26762,712,721854.3420127684,78145.65798722106
860000,29.15677523,0.813,0.197,1.081,1524,26762,712,735309.6203134493,124690.37968653992
580000,31.32570916,0.345,0.627,2.164,1524,26762,712,753639.7098917074,-173639.70989171776
761000,32.23390774,0.236,0.765,0.947,1524,26762,712,733400.0786878266,27599.921312162856
715000,28.8547078,1.182,0.274,2.016,1524,26762,712,751962.1481156449,-36962.14811565605
657500,28.44410898,1.419,1.02,3.253,1524,26762,712,801130.56757283,-143630.5675728411
780000,27.68280974,1.141,0.948,2.697,1524,26762,712,798935.2216454882,-18935.2216454995
636000,28.947575960000002,1.091,1.361,3.258,1524,26762,712,812845.3911331198,-176845.3911331306
700000,29.26273228,0.568,1.176,2.721,1524,26762,712,799349.1375190676,-99349.13751907814
615000,29.63861449,0.951,0.601,1.828,1524,26762,712,756890.8961881052,-141890.89618811608
800000,28.64925599,1.035,0.416,1.368,1524,26762,712,750615.8576472662,49384.14235272259
500000,29.45103482,0.474,1.386,2.778,1524,26762,712,807500.9800115104,-307500.9800115212
665000,31.70100679,0.5,1.032,2.095,1524,26762,712,763568.2888848444,-98568.28888485473
640000,28.84529892,1.035,0.47,2.258,1524,26762,712,764590.6066286666,-124590.60662867766
597500,29.73995533,0.256,0.897,2.143,1524,26762,712,778336.368643495,-180836.36864350596
812500,32.22486765,1.22,0.126,1.658,1524,26762,712,711067.5356503855,101432.46434960388
690000,29.76462024,0.982,0.437,1.486,1524,26762,712,743969.851451375,-53969.851451386065
630000,30.33351891,1.027,0.739,0.187,1524,26762,712,730406.71759455,-100406.71759456117
685000,31.82002396,0.835,0.197,1.229,1524,26762,712,714158.5258502667,-29158.525850277183
715000,30.62910512,1.067,0.916,1.401,1524,26762,712,752856.7246469171,-37856.7246469279
510000,29.17665698,0.92,0.545,1.886,1524,26762,712,759917.8499332338,-249917.8499332446
800000,29.72878692,0.274,1.228,2.679,1524,26762,712,799230.0802962373,769.9197037520282
747000,28.628582690000002,1.205,0.932,3.063,1524,26762,712,795104.1486690217,-48104.148669032635
845000,28.72932604,1.338,1.401,3.446,1524,26762,712,816995.2194547327,28004.78054525642
692000,29.22025943,0.781,0.526,1.518,1524,26762,712,754401.3082030874,-62401.30820309851
630000,29.6135356,0.827,0.446,1.367,1524,26762,712,745176.2639719462,-115176.26397195736
610000,32.52214702,0.326,0.921,1.332,1524,26762,712,741995.872395009,-131995.87239501948
718000,31.19487547,0.748,0.726,1.718,1524,26762,712,748243.3183475379,-30243.318347548673
750000,31.51439606,0.846,0.93,0.848,1524,26762,712,739166.8107327339,10833.18926725543
430000,29.99633092,1.152,0.339,0.365,1524,26762,712,719546.261715275,-289546.26171528595
830000,33.03928176,0.437,0.93,1.458,1524,26762,712,738785.3328623814,91214.6671376084
680000,31.78323622,0.592,1.114,1.993,1524,26762,712,763646.5469650517,-83646.54696506198
710000,29.5525716,0.893,0.612,0.533,1524,26762,712,738782.9778765186,-28782.9778765297
835000,30.95739491,1.118,0.867,0.808,1524,26762,712,738594.6018736772,96405.39812631175
690000,29.77563453,1.007,0.51,1.574,1524,26762,712,747813.9711042296,-57813.97110424018
720000,32.76193946,0.268,1.128,1.297,1524,26762,712,747861.0274885306,-27861.027488540974
749000,32.48077941,0.23,0.906,1.233,1524,26762,712,741107.9843934632,7892.015606526369
805000,28.51977054,1.241,0.281,1.852,1524,26762,712,752127.8473416467,52872.15265834221
640000,31.67659793,1.082,0.441,1.728,1524,26762,712,730274.828999982,-90274.82899999274
750000,28.87675193,1.165,0.2,1.903,1524,26762,712,747338.9372677279,2661.062732261019
1015000,30.01682409,0.115,0.822,2.315,1524,26762,712,776897.1805080127,238102.8194919767
1011000,28.29023446,1.252,1.337,3.502,1524,26762,712,819966.6540583076,191033.3459416815
672500,31.96351325,0.799,0.572,0.759,1524,26762,712,720499.8178897293,-47999.81788973987
660000,30.33351891,1.027,0.739,0.187,1524,26762,712,730406.71759455,-70406.71759456117
701000,31.88570706,0.286,0.308,0.193,1524,26762,712,706852.567937237,-5852.567937247333
675000,31.83505497,0.376,0.886,2.375,1524,26762,712,762137.9886513709,-87137.98865138121
683000,31.7862324,1.018,0.752,1.824,1524,26762,712,743339.5582343161,-60339.5582343267
940000,32.39636492,0.528,0.739,1.42,1524,26762,712,735646.4116401568,204353.58835983273
570000,28.84177389,0.902,0.354,1.607,1524,26762,712,751367.0687724266,-181367.06877243757
755000,30.23178828,0.324,0.581,2.189,1524,26762,712,761969.9530644543,-6969.9530644649085
822000,32.15187973,1.062,0.306,1.774,1524,26762,712,721804.3073480646,100195.69265192488
735000,28.97904964,1.067,0.278,1.805,1524,26762,712,748817.2238559453,-13817.223855956292
720000,30.24051313,0.645,0.445,1.38,1524,26762,712,741467.8728982634,-21467.872898274072
705000,32.14255462,0.315,0.816,0.755,1524,26762,712,732535.1031268025,-27535.103126812704
705000,29.02309692,0.755,0.857,2.598,1524,26762,712,785616.8583906977,-80616.85839070845
640000,32.72636829,0.278,0.97,1.179,1524,26762,712,740187.8093980129,-100187.80939802341
725000,30.33043068,0.279,0.619,0.907,1524,26762,712,743377.4476532075,-18377.447653218493
590000,29.31646822,0.471,1.035,2.385,1524,26762,712,789160.4869856918,-199160.48698570256
575000,31.60024105,1.128,0.456,1.519,1524,26762,712,727920.9304496662,-152920.93044967687
705000,29.55279523,0.4,0.855,2.1,1524,26762,712,776427.2994263656,-71427.29942637664
792000,27.40161418,0.968,0.926,2.624,1524,26762,712,800941.7688045276,-8941.768804538668
422500,29.48594631,0.764,0.483,0.574,1524,26762,712,736149.0260794233,-313649.02607943444
485000,30.32828244,0.283,0.608,0.923,1524,26762,712,743181.4488751516,-258181.44887516226
693000,32.58787245,0.213,0.854,1.035,1524,26762,712,735292.4894656583,-42292.489465668834
660000,32.02685583,1.356,0.79,1.53,1524,26762,712,735246.2139183022,-75246.21391831298
627500,31.03143609,0.652,0.548,1.871,1524,26762,712,745986.0785638429,-118486.07856385365
950000,29.27548403,0.502,1.038,2.475,1524,26762,712,790736.7898896674,159263.21011032182
865000,29.20507767,0.875,0.587,1.903,1524,26762,712,761944.3830781134,103055.61692187555
465000,30.03477546,1.208,0.288,0.405,1524,26762,712,717364.289689623,-252364.28968963423
732000,32.34869432,1.13,0.694,1.07,1524,26762,712,723692.6541457782,8307.345854211313
830000,30.96617595,1.038,0.744,1.415,1524,26762,712,743754.5244595124,86245.47554047663
550000,32.14255462,0.315,0.816,0.755,1524,26762,712,732535.1031268025,-182535.1031268127
775000,27.12055356,0.598,1.023,2.602,1524,26762,712,810044.525666456,-35044.52566646677
604000,29.89762019,1.202,0.731,1.779,1524,26762,712,756692.7593094832,-152692.75930949423
1075000,28.33122582,1.459,0.732,2.945,1524,26762,712,785951.7149368802,289048.2850631087
575000,31.41592369,0.587,0.878,2.001,1524,26762,712,757915.4730860987,-182915.47308610918
770000,30.81678522,1.162,1.07,1.265,1524,26762,712,754245.8167792459,15754.183220743138
582000,29.27351932,0.859,0.632,1.845,1524,26762,712,762336.8366357205,-180336.83663573128
725000,28.98839358,0.789,0.828,2.606,1524,26762,712,784625.0033900214,-59625.0033900319
829000,31.74254278,1.268,0.589,1.648,1524,26762,712,732550.8509284772,96449.1490715121
435000,29.26895541,0.842,0.578,0.792,1524,26762,712,744350.7843806653,-309350.78438067646
705000,31.43832366,0.878,0.197,1.462,1524,26762,712,720669.8358744029,-15669.835874413395
845000,31.16330914,0.365,0.404,2.211,1524,26762,712,746999.8872408788,98000.11275911087
725000,32.82429887,0.4,0.964,1.234,1524,26762,712,738872.1126156941,-13872.112615704336
625000,31.87984968,0.92,0.917,1.775,1524,26762,712,748996.9378452525,-123996.9378452631
710000,29.02260218,0.762,0.91,2.67,1524,26762,712,788703.6633996854,-78703.66339969618
780000,29.68240869,0.334,0.343,0.991,1524,26762,712,739186.1877604295,40813.81223956012
615000,29.60287207,0.431,0.78,2.028,1524,26762,712,771726.3121019718,-156726.31210198245
