price,distance_from_CBD,distance_from_closest_private_school,distance_from_closest_public_school,distance_from_closest_station,Violent.Crime,Non.Violent.Crime,Drug.offences
540000,41.52659671,1.079,0.343,3.282,315,1755,70
729990,40.96579832,0.764,0.471,3.915,315,1755,70
635000,39.62220328,1.218,0.628,4.681,315,1755,70
482000,40.64960625,0.276,0.683,3.277,315,1755,70
621000,40.65190031,0.814,0.829,4.21,315,1755,70
610000,41.42459286,1.03,0.542,2.956,315,1755,70
551000,39.74456177,1.724,0.383,5.247,315,1755,70
650000,39.95364448,1.583,0.18,5.106,315,1755,70
745000,40.46483987,1.09,0.491,4.553,315,1755,70
650000,41.44106047,1.329,0.746,4.173,315,1755,70
735000,40.73011011,0.336,0.613,3.255,315,1755,70
706000,40.23402188,0.348,0.351,3.366,315,1755,70
657500,39.1799547,1.554,0.983,4.507,315,1755,70
595000,39.22784553,1.255,0.493,3.467,315,1755,70
625000,40.90142832,0.695,0.777,2.873,315,1755,70
585000,41.27926362,0.993,0.725,2.763,315,1755,70
710000,39.68498985,1.468,0.385,4.977,315,1755,70
700000,39.19540434,1.266,0.418,3.547,315,1755,70
635000,39.65529103,1.069,0.599,3.323,315,1755,70
740000,40.24045155,0.386,0.348,3.904,315,1755,70
730000,41.26906583,0.824,0.249,3.235,315,1755,70
550000,41.22537562,1.368,0.961,4.437,315,1755,70
535000,40.42753594,0.601,0.722,2.988,315,1755,70
635000,39.0692182,1.532,0.749,4.256,315,1755,70
655000,39.85132146,0.891,0.471,4.371,315,1755,70
708000,39.41929246,1.048,0.498,3.99,315,1755,70
585000,40.08029639,0.972,0.457,4.497,315,1755,70
694500,40.68972172,0.739,0.756,4.113,315,1755,70
700000,37.67653981,2.801,0.658,3.708,315,1755,70
770000,37.64544204,2.941,0.541,4.172,315,1755,70
760000,37.99108794,2.549,0.252,3.994,315,1755,70
620000,37.80631884,2.757,0.381,4.081,315,1755,70
670000,38.27523056,2.508,0.101,4.587,315,1755,70
810000,39.0955352,1.975,0.918,4.972,315,1755,70
668000,37.91538338,2.533,0.815,3.384,315,1755,70
860000,38.03356086,2.726,0.202,4.563,315,1755,70
800000,37.6365344,2.923,0.548,4.084,315,1755,70
843000,39.44542324,1.953,0.694,5.313,315,1755,70
945000,38.9533454,2.159,0.826,5.037,315,1755,70
945000,38.41237216,2.063,0.54,3.746,315,1755,70
810000,37.89013486,2.313,0.944,3.041,315,1755,70
605000,38.7648468,2.081,0.554,4.672,315,1755,70
718000,37.99203293,2.508,0.378,3.833,315,1755,70
568500,37.92495326,2.783,0.287,4.463,315,1755,70
680000,38.81027007,1.827,0.628,4.3,315,1755,70
645000,38.45865,2.298,0.248,4.526,315,1755,70
729000,38.05794643,2.392,0.745,3.244,315,1755,70
807000,37.92491029,2.744,0.299,4.372,315,1755,70
665000,37.68099484,2.934,0.532,4.468,315,1755,70
780000,37.72781366,2.815,0.47,4.015,315,1755,70
825000,37.44694829,3.013,0.766,4.462,315,1755,70
700000,39.08472979,1.974,0.904,4.958,315,1755,70
673000,38.90779387,2.122,0.747,4.933,315,1755,70
750000,37.92878705,2.604,0.311,3.97,315,1755,70
665000,38.27135189,2.225,0.383,3.835,315,1755,70
707000,37.80643777,2.784,0.379,4.17,315,1755,70
745000,37.82286512,2.646,0.614,3.642,315,1755,70
715000,39.24206963,2.011,0.857,5.178,315,1755,70
720000,37.84980932,2.713,0.422,4.66,315,1755,70
875000,38.93189585,1.995,0.728,4.789,315,1755,70
760000,37.74883326,2.758,0.509,3.866,315,1755,70
759500,39.38726409,1.846,0.69,5.141,315,1755,70
960000,38.06199655,2.43,0.395,3.793,315,1755,70
770000,38.01405745,2.446,0.608,3.581,315,1755,70
695000,38.84109747,1.939,0.636,4.564,315,1755,70
730000,38.16104019,2.307,0.527,3.662,315,1755,70
640000,38.27686375,2.184,0.595,3.624,315,1755,70
595000,38.02235093,2.431,0.685,3.502,315,1755,70
880000,38.58262405,2,0.419,4.151,315,1755,70
822000,38.21797774,2.575,0.115,4.612,315,1755,70
845000,38.44745896,2.024,0.498,3.731,315,1755,70
630000,38.46168596,2.258,0.268,4.454,315,1755,70
685000,37.46465564,2.916,0.76,4.56,315,1755,70
690000,37.92864678,2.524,0.715,3.485,315,1755,70
665000,38.31324342,2.299,0.13,4.214,315,1755,70
808000,37.94205956,2.525,0.571,3.636,315,1755,70
875000,38.03507527,2.425,0.6,3.586,315,1755,70
723000,39.60902211,1.407,0.5,4.889,315,1755,70
697000,41.45906323,1.179,0.493,3.892,315,1755,70
710000,39.29823458,1.36,0.816,4.399,315,1755,70
662000,39.53279762,1.023,0.61,3.495,315,1755,70
768000,39.72233186,0.954,0.467,4.391,315,1755,70
730000,39.28472797,1.172,0.52,3.878,315,1755,70
657000,39.3214632,1.316,0.747,3.192,315,1755,70
675000,39.62642451,1.857,0.533,5.373,315,1755,70
645000,41.02575777,0.658,0.531,3.044,315,1755,70
836000,40.67074386,1.169,0.652,4.556,315,1755,70
725000,40.62229855,0.603,0.842,2.926,315,1755,70
693000,39.15426625,1.294,0.361,3.717,315,1755,70
726000,38.76726211,1.684,0.159,3.64,315,1755,70
806000,38.45259861,1.975,0.668,2.852,315,1755,70
980500,40.51994481,1.863,0.676,5.289,315,1755,70
665000,41.20408273,1.375,0.985,4.463,315,1755,70
520500,39.9342451,1.702,0.293,5.225,315,1755,70
720000,39.32208939,1.128,0.534,3.829,315,1755,70
730000,40.0775364,0.492,0.206,3.969,315,1755,70
605000,40.60299208,0.666,0.788,4.088,315,1755,70
687000,40.2187992,0.759,0.726,2.985,315,1755,70
766500,40.87182841,1.482,0.816,4.784,315,1755,70
915000,39.26780062,1.296,0.67,3.283,315,1755,70
635000,41.39560204,0.987,0.482,3.012,315,1755,70
560000,40.05794654,0.833,0.669,3.064,315,1755,70
670000,40.51008542,0.954,0.612,4.406,315,1755,70
650000,39.90872867,0.908,0.535,4.409,315,1755,70
607000,40.35252775,1.756,0.488,5.225,315,1755,70
690000,40.34510693,0.237,0.428,3.761,315,1755,70
673000,38.57513,1.904,0.368,3.156,315,1755,70
612000,40.41338438,0.596,0.708,2.999,315,1755,70
721000,39.77919294,0.963,0.623,3.264,315,1755,70
660000,40.6527392,1.463,0.601,4.855,315,1755,70
817000,39.11891104,1.533,0.856,4.362,315,1755,70
680000,41.28100667,1.227,0.736,4.205,315,1755,70
725000,38.96334634,1.521,0.405,3.911,315,1755,70
673000,40.72164972,1.89,0.83,5.257,315,1755,70
500000,39.70305599,1.673,0.383,5.193,315,1755,70
700000,40.63088165,1.559,0.601,4.958,315,1755,70
680000,40.22682399,0.226,0.252,3.571,315,1755,70
640000,40.84717699,1.189,0.828,4.491,315,1755,70
635000,40.20493171,0.321,0.288,3.436,315,1755,70
750000,38.5653115,1.885,0.241,3.377,315,1755,70
820000,38.85326274,1.636,0.317,3.238,315,1755,70
730000,40.32831027,1.047,0.42,4.545,315,1755,70
840000,40.64179109,1.056,0.67,4.456,315,1755,70
610000,40.13479398,0.895,0.524,4.42,315,1755,70
665000,40.78140876,0.773,0.819,2.753,315,1755,70
620000,40.52910505,1.163,0.514,4.603,315,1755,70
565000,40.339032,0.229,0.421,3.752,315,1755,70
663000,40.40063368,0.403,0.559,3.179,315,1755,70
596500,41.13088715,0.772,0.547,2.973,315,1755,70
705000,40.19098352,0.3,0.247,3.491,315,1755,70
755000,39.16490827,1.315,0.492,3.954,315,1755,70
615000,39.92072492,0.624,0.14,4.048,315,1755,70
685000,39.63188637,0.986,0.62,3.462,315,1755,70
707000,40.30017727,0.571,0.608,3.091,315,1755,70
555000,41.45219499,1.014,0.389,3.14,315,1755,70
680000,38.66206677,1.813,0.378,3.792,315,1755,70
617000,40.17199177,1.154,0.264,4.672,315,1755,70
668000,39.88000302,1.801,0.395,5.325,315,1755,70
520000,41.29891316,1.061,0.47,3.935,315,1755,70
850500,40.72103259,0.628,0.901,2.898,315,1755,70
650000,38.24933586,2.226,0.626,3.058,315,1755,70
900000,40.13727882,1.526,0.156,5.037,315,1755,70
820000,41.5252912,1.253,0.773,2.63,315,1755,70
620000,39.2033303,1.42,0.821,4.322,315,1755,70
660000,38.61236876,1.851,0.337,3.708,315,1755,70
580000,41.24523033,0.924,0.646,2.844,315,1755,70
675500,39.56329107,0.99,0.435,4.271,315,1755,70
655000,40.24150542,0.707,0.578,4.229,315,1755,70
700000,41.38492574,0.957,0.158,3.482,315,1755,70
737500,40.1999189,1.5,0.185,5.003,315,1755,70
645000,40.45910854,0.938,0.585,4.408,315,1755,70
585000,39.87838439,1.331,0.234,4.854,315,1755,70
580000,41.22450835,0.787,0.3,3.188,315,1755,70
628000,41.3819229,0.972,0.181,3.559,315,1755,70
687000,38.79877833,1.73,0.558,4.03,315,1755,70
725000,39.76890399,1.456,0.296,4.974,315,1755,70
695000,40.77428673,1.371,0.718,4.714,315,1755,70
683388,38.26697584,2.19,0.585,3.583,315,1755,70
640000,38.64540027,2.221,0.449,4.708,315,1755,70
695000,40.89921208,1.111,0.502,2.414,1006,15761,441
560000,41.09821192,0.689,0.338,1.759,1006,15761,441
550000,41.16744776,1.112,0.286,2.253,1006,15761,441
555000,41.64274276,0.46,0.474,1.599,1006,15761,441
428000,40.89860842,0.906,0.512,1.145,1006,15761,441
610000,40.45192401,1.202,0.768,2.012,1006,15761,441
555000,38.85007078,1.06,0.689,2.077,1006,15761,441
542000,39.46937852,1.678,0.284,2.703,1006,15761,441
650000,39.60137318,1.688,0.192,2.773,1006,15761,441
600000,40.11415686,1.426,0.388,2.527,1006,15761,441
670000,39.61895343,1.68,0.182,2.785,1006,15761,441
635000,39.85972008,1.631,0.407,2.282,1006,15761,441
655000,38.7799449,1.492,0.956,2.466,1006,15761,441
870000,38.73171538,1.826,0.774,2.769,1006,15761,441
740000,40.91781208,1.124,0.484,2.402,1006,15761,441
658000,41.55051628,0.784,0.284,1.931,1006,15761,441
718000,40.81903354,0.844,0.477,1.365,1006,15761,441
620000,42.50533407,0.999,0.921,1.692,1006,15761,441
527000,42.28716802,0.698,0.593,1.37,1006,15761,441
650000,41.24185671,0.4,0.882,1.176,1006,15761,441
679000,41.62175682,0.261,0.603,1.406,1006,15761,441
778000,41.992321,0.614,0.379,0.397,1006,15761,441
600000,40.62586326,1.152,0.661,2.119,1006,15761,441
615000,40.84596346,0.788,0.555,1.415,1006,15761,441
505000,41.03573572,0.785,0.318,1.853,1006,15761,441
450000,42.06579473,0.674,0.317,0.463,1006,15761,441
531000,42.41415212,0.867,0.775,1.549,1006,15761,441
632000,41.49777996,0.792,0.232,1.943,1006,15761,441
565000,41.21527284,0.745,0.131,1.871,1006,15761,441
540000,41.19408052,0.5,0.485,1.549,1006,15761,441
900000,41.37401942,0.632,0.924,0.533,1006,15761,441
575000,41.01641276,0.623,0.701,1.293,1006,15761,441
730000,41.01044506,0.613,0.735,1.356,1006,15761,441
555000,42.41304443,0.938,0.921,1.697,1006,15761,441
475000,41.5104916,0.149,0.687,1.281,1006,15761,441
780000,40.8321732,0.792,0.728,1.614,1006,15761,441
460000,42.15688031,0.444,0.176,0.287,1006,15761,441
650000,40.96186169,1.14,0.359,2.25,1006,15761,441
660000,40.82906815,0.788,0.639,1.531,1006,15761,441
660000,40.57139476,1.39,0.576,1.332,1006,15761,441
505000,40.67499995,1.286,0.629,1.228,1006,15761,441
600000,41.16525785,0.589,0.382,1.662,1006,15761,441
350000,42.25769676,0.641,0.424,1.2,1006,15761,441
650000,41.21966527,0.975,0.15,2.117,1006,15761,441
530000,41.54127888,0.128,0.7,1.271,1006,15761,441
691000,41.31499396,0.673,0.832,0.777,1006,15761,441
725000,40.67927037,1.111,0.645,2.443,1006,15761,441
595500,41.16452046,0.886,0.104,2.014,1006,15761,441
595000,41.22138583,0.443,0.878,1.138,1006,15761,441
630000,41.4038529,0.407,0.424,1.544,1006,15761,441
550000,40.9250454,1.102,0.647,1.008,1006,15761,441
598000,39.46937852,1.678,0.284,2.703,1006,15761,441
685000,38.48596379,1.635,0.97,2.537,1006,15761,441
645000,39.72649741,1.335,0.194,2.982,1006,15761,441
531000,41.84682083,0.512,0.649,1.579,1006,15761,441
560000,40.92508848,0.811,0.538,1.192,1006,15761,441
630000,41.02509967,0.954,0.532,0.993,1006,15761,441
577000,41.1095672,0.886,0.877,0.8,1006,15761,441
560000,41.36239133,0.261,0.694,1.29,1006,15761,441
510000,41.84682083,0.512,0.649,1.579,1006,15761,441
618000,38.49966966,1.527,1.072,2.439,1006,15761,441
581000,39.81455289,1.218,0.29,2.98,1006,15761,441
660000,39.94451689,1.681,0.521,2.33,1006,15761,441
1045000,40.24741421,1.38,0.656,2.083,1006,15761,441
577000,38.76289583,1.472,0.971,2.445,1006,15761,441
810000,39.04006114,1.454,0.694,2.469,1006,15761,441
649000,39.71529099,1.508,0.259,2.427,1006,15761,441
585000,39.26073534,1.561,0.555,2.886,1006,15761,441
645000,38.78074865,1.102,0.791,2.107,1006,15761,441
655000,38.7342622,1.303,0.97,2.283,1006,15761,441
500000,39.32619547,1.59,0.444,2.837,1006,15761,441
640000,38.99598301,1.42,0.739,2.432,1006,15761,441
565000,39.81147603,1.102,0.425,3.086,1006,15761,441
560000,40.42246569,1.196,0.531,1.877,1006,15761,441
650000,39.08982078,1.171,0.468,2.197,1006,15761,441
570000,39.64940019,1.599,0.354,2.601,1006,15761,441
850000,38.72784931,1.401,1.003,2.373,1006,15761,441
580000,40.34966863,1.243,0.625,2.49,1006,15761,441
500000,39.23484549,1.302,0.402,2.327,1006,15761,441
590000,38.93468605,1.126,0.63,2.148,1006,15761,441
670000,40.06587185,1.555,0.621,2.193,1006,15761,441
420000,41.73602231,1.402,0.124,1.565,1006,15761,441
620000,41.07691151,1.062,0.357,1.149,1006,15761,441
555000,41.02152905,0.962,0.524,1.004,1006,15761,441
750000,40.90805525,1.178,0.528,1.247,1006,15761,441
549950,41.07608072,0.966,0.404,1.032,1006,15761,441
601000,41.64316112,0.904,0.302,1.057,1006,15761,441
520000,42.06306959,0.748,0.637,0.918,1006,15761,441
525000,41.90551714,0.702,0.476,0.87,1006,15761,441
535000,41.73602231,1.402,0.124,1.565,1006,15761,441
547000,41.05589788,0.903,0.562,0.932,1006,15761,441
680000,41.73602231,1.402,0.124,1.565,1006,15761,441
595000,42.0140644,1.25,0.411,1.42,1006,15761,441
650000,41.21195511,1.111,0.305,1.227,1006,15761,441
600000,41.42164957,0.681,0.187,0.784,1006,15761,441
622000,39.46937852,1.678,0.284,2.703,1006,15761,441
915000,39.14943398,1.562,0.727,2.943,1006,15761,441
770000,40.40792066,1.07,0.725,2.594,1006,15761,441
645000,39.36991647,1.574,0.396,2.848,1006,15761,441
612500,39.46937852,1.678,0.284,2.703,1006,15761,441
740000,40.20046745,1.008,0.584,2.787,1006,15761,441
600000,38.69924152,1.413,1.032,2.379,1006,15761,441
650000,39.59765556,1.575,0.357,2.583,1006,15761,441
690500,39.10921115,1.476,0.627,2.496,1006,15761,441
671000,39.65138941,1.665,0.164,2.808,1006,15761,441
750000,39.27050917,1.651,0.461,2.675,1006,15761,441
650000,40.36451457,0.909,0.76,2.755,1006,15761,441
665000,39.46937852,1.678,0.284,2.703,1006,15761,441
700000,38.4673697,1.638,0.971,2.536,1006,15761,441
720000,40.14504728,1.476,0.624,2.126,1006,15761,441
528500,40.37132416,1.439,0.235,1.576,1006,15761,441
705000,40.5080013,1.341,0.291,1.436,1006,15761,441
682500,39.81808785,1.54,0.802,2.084,1006,15761,441
660000,40.09642441,1.822,0.681,1.805,1006,15761,441
630000,39.60381899,1.315,0.332,2.222,1006,15761,441
520000,39.62757777,1.304,0.722,2.055,1006,15761,441
680000,39.89720119,1.623,0.767,2.005,1006,15761,441
490000,39.85032628,1.545,0.691,2.059,1006,15761,441
463500,39.96838233,1.669,0.636,1.938,1006,15761,441
760000,40.09596754,1.839,0.802,1.812,1006,15761,441
682000,41.74621899,1.932,0.668,2.746,1006,15761,441
691000,42.12548103,2.326,0.226,3.069,1006,15761,441
755000,42.77545226,3.075,0.741,3.767,1006,15761,441
850000,42.77237075,3.161,0.997,4.053,1006,15761,441
718000,42.81467733,3.195,0.998,4.045,1006,15761,441
675000,42.3451887,2.548,0.058,3.135,1006,15761,441
700000,42.18682383,2.569,0.788,3.818,1006,15761,441
700000,41.77142046,2.082,0.757,3.514,1006,15761,441
682000,42.47134417,2.663,0.138,3.038,1006,15761,441
810000,42.76986011,3.024,0.59,3.58,1006,15761,441
660000,42.38854351,2.85,0.895,4.086,1006,15761,441
730000,42.5290117,3.034,0.987,4.243,1006,15761,441
735000,41.77401744,1.96,0.636,2.762,1006,15761,441
618000,42.85598093,3.146,0.77,3.764,1006,15761,441
687000,41.64671583,1.834,0.72,2.879,1006,15761,441
725000,42.91696702,3.179,0.736,3.675,1006,15761,441
685000,42.46498859,2.981,0.922,4.241,1006,15761,441
820000,41.93520519,2.298,0.785,3.695,1006,15761,441
720000,41.87187232,2.061,0.609,2.656,1006,15761,441
660000,42.28221679,2.494,0.141,3.189,1006,15761,441
650000,42.16123678,2.347,0.334,2.778,1006,15761,441
720000,42.71332537,3.138,1.056,4.125,1006,15761,441
602000,42.19325461,2.387,0.473,2.613,1006,15761,441
645000,42.99834786,3.361,1.079,4.076,1006,15761,441
692000,42.10962772,2.388,0.498,3.478,1006,15761,441
655000,42.7291564,3.162,1.085,4.153,1006,15761,441
770000,42.69494927,3.003,0.716,3.766,1006,15761,441
790000,43.0079566,3.277,0.831,3.74,1006,15761,441
650000,42.24546754,2.763,0.727,4.159,1006,15761,441
678000,42.38507546,2.651,0.423,3.501,1006,15761,441
632000,42.81420437,3.062,0.602,3.562,1006,15761,441
712000,42.71006115,2.948,0.482,3.473,1006,15761,441
685000,42.70726263,2.977,0.597,3.625,1006,15761,441
575000,42.35955563,2.547,0.149,2.935,1006,15761,441
616000,42.30858843,2.865,0.759,4.265,1006,15761,441
710000,42.23606579,2.423,0.197,2.902,1006,15761,441
725000,41.93366271,2.288,0.767,3.672,1006,15761,441
660000,42.29382563,2.504,0.131,3.186,1006,15761,441
652500,42.31732034,2.819,0.801,4.15,1006,15761,441
707000,42.85195198,3.238,1.039,4.08,1006,15761,441
605000,42.9219909,3.206,0.803,3.766,1006,15761,441
648000,42.12341298,2.323,0.227,3.06,1006,15761,441
634000,42.88042851,3.248,1.008,4.037,1006,15761,441
770000,42.58292847,3.106,1.029,4.306,1006,15761,441
665000,42.35009365,2.539,0.115,2.966,1006,15761,441
720000,42.16746166,2.358,0.44,2.655,1006,15761,441
660000,42.43321135,2.947,0.894,4.224,1006,15761,441
570000,42.78488995,3.101,0.801,3.833,1006,15761,441
605000,42.60709067,3.019,0.97,4.047,1006,15761,441
686000,41.60932899,1.8,0.747,2.936,1006,15761,441
665000,42.45916491,2.832,0.805,3.883,1006,15761,441
730000,42.11938647,2.494,0.773,3.778,1006,15761,441
725000,42.38441116,2.575,0.089,3.005,1006,15761,441
650000,42.48670127,2.965,0.966,4.163,1006,15761,441
665000,42.45916491,2.832,0.805,3.883,1006,15761,441
625000,42.23396979,2.501,0.424,3.463,1006,15761,441
732000,38.98523029,1.202,0.625,2.224,1006,15761,441
630000,38.77084928,1.087,0.793,2.091,1006,15761,441
552000,39.46937852,1.678,0.284,2.703,1006,15761,441
900000,40.33951568,1.282,0.371,1.849,1006,15761,441
675000,38.65786003,1.174,0.962,2.15,1006,15761,441
700000,40.46012669,0.909,0.841,2.704,1006,15761,441
640000,40.38477461,1.277,0.771,2.089,1006,15761,441
650000,38.58815036,1.498,1.095,2.433,1006,15761,441
560000,39.99683621,1.222,0.325,2.789,1006,15761,441
550000,38.81024535,1.032,0.72,2.046,1006,15761,441
720000,38.48613503,1.707,0.902,2.605,1006,15761,441
518000,39.61057715,1.395,0.232,3.027,1006,15761,441
575000,38.43814027,1.722,0.9,2.608,1006,15761,441
550000,40.17808236,1.48,0.598,2.248,1006,15761,441
546500,38.93367282,1.087,0.606,2.111,1006,15761,441
650000,39.16079186,1.609,0.572,2.627,1006,15761,441
660000,39.32189358,1.656,0.409,2.681,1006,15761,441
505000,39.19907353,1.489,0.547,2.514,1006,15761,441
650000,39.85972008,1.631,0.407,2.282,1006,15761,441
614000,39.17807221,1.681,0.59,2.767,1006,15761,441
700000,39.92804771,1.697,0.505,2.342,1006,15761,441
644500,39.11006664,1.693,0.676,2.78,1006,15761,441
600000,38.98630357,1.7,0.826,2.857,1006,15761,441
520500,39.40159222,1.648,0.341,2.674,1006,15761,441
450000,40.02476678,1.628,0.499,2.361,1006,15761,441
605000,40.24723772,1.374,0.6,2.048,1006,15761,441
491500,38.86144128,1.538,0.877,2.524,1006,15761,441
615000,40.28813644,1.245,0.565,2.53,1006,15761,441
650000,38.86649457,1.391,0.865,2.388,1006,15761,441
520000,39.32639786,1.302,0.268,2.319,1006,15761,441
860000,39.92532371,1.718,0.484,2.416,1006,15761,441
505000,39.2378606,1.175,0.26,2.191,1006,15761,441
500000,39.32999676,1.51,0.497,2.927,1006,15761,441
510000,40.21892883,1.424,0.679,2.169,1006,15761,441
765000,39.71398536,1.539,0.264,2.464,1006,15761,441
555000,40.09847413,1.527,0.666,2.199,1006,15761,441
535000,38.39857108,1.434,1.181,2.326,1006,15761,441
760000,38.6324254,1.653,0.94,2.588,1006,15761,441
636000,39.55378592,1.557,0.182,2.872,1006,15761,441
525000,40.21852901,1.434,0.646,2.2,1006,15761,441
525000,40.30781475,1.313,0.574,1.991,1006,15761,441
650000,38.69846198,1.165,0.915,2.15,1006,15761,441
590000,39.97575771,1.644,0.532,2.266,1006,15761,441
575000,40.44025921,1.114,0.741,2.539,1006,15761,441
560000,39.03154007,1.139,0.519,2.165,1006,15761,441
580000,39.37108083,1.512,0.438,2.916,1006,15761,441
619000,39.56568362,1.382,0.3,3.037,1006,15761,441
580000,39.37569862,1.368,0.29,2.386,1006,15761,441
542500,39.89948245,1.398,0.172,2.747,1006,15761,441
595000,39.9921456,1.455,0.268,2.615,1006,15761,441
418000,40.38044985,1.337,0.693,2.214,1006,15761,441
602000,39.80072945,1.23,0.281,2.986,1006,15761,441
526000,40.21413379,1.288,0.487,2.551,1006,15761,441
520000,38.94752516,1.384,0.789,2.393,1006,15761,441
515000,40.22552589,1.492,0.538,2.342,1006,15761,441
490000,39.06807944,0.964,0.389,1.982,1006,15761,441
610000,39.82240149,1.149,0.365,3.031,1006,15761,441
575000,39.72047985,1.488,0.278,2.393,1006,15761,441
795000,38.87202275,1.566,0.871,2.551,1006,15761,441
615000,40.15426379,1.479,0.673,2.186,1006,15761,441
664000,40.47460259,1.024,0.804,2.597,1006,15761,441
525000,39.55706412,1.239,0.482,3.187,1006,15761,441
570000,38.67790594,1.386,1.053,2.349,1006,15761,441
608000,40.24823038,1.281,0.521,2.531,1006,15761,441
660000,38.7737206,1.298,0.928,2.286,1006,15761,441
600000,39.78043676,1.237,0.279,3.002,1006,15761,441
525000,38.4156766,1.633,0.99,2.518,1006,15761,441
630000,40.24900475,1.371,0.421,1.941,1006,15761,441
695000,40.39194993,1.381,0.671,2.302,1006,15761,441
530000,39.46937852,1.678,0.284,2.703,1006,15761,441
537000,38.84858121,1.467,0.883,2.456,1006,15761,441
825000,40.05081443,1.567,0.54,2.123,1006,15761,441
520000,41.3555134,0.422,0.425,1.545,1006,15761,441
550000,40.57703494,1.362,0.724,1.328,1006,15761,441
665000,40.91781208,1.124,0.484,2.402,1006,15761,441
750000,42.48670538,0.936,0.811,1.58,1006,15761,441
540000,40.91122797,0.716,0.721,1.574,1006,15761,441
600000,40.79369414,0.902,0.604,1.845,1006,15761,441
580000,41.3018694,0.323,0.676,1.326,1006,15761,441
535000,41.1385199,1.102,0.277,2.24,1006,15761,441
560000,42.45119107,1.08,1.115,1.892,1006,15761,441
650000,40.63647199,1.055,0.723,1.957,1006,15761,441
575000,41.66837768,0.596,0.257,0.741,1006,15761,441
590000,40.0613505,1.76,0.578,1.845,1006,15761,441
663500,39.65985975,1.37,0.358,2.271,1006,15761,441
650000,39.43536519,1.164,0.255,2.102,1006,15761,441
610000,40.00234046,1.76,0.819,1.903,1006,15761,441
620000,39.67281308,1.373,0.404,2.258,1006,15761,441
625000,40.05120677,1.764,0.646,1.851,1006,15761,441
610000,39.50976132,1.197,0.433,2.073,1006,15761,441
592000,39.98071408,1.701,0.708,1.921,1006,15761,441
680000,41.54796885,0.742,0.28,1.89,1006,15761,441
575000,40.91291935,1.131,0.381,2.226,1006,15761,441
545000,40.99578205,0.927,0.278,2.014,1006,15761,441
480000,41.07624217,0.718,0.334,1.785,1006,15761,441
745000,41.22790803,0.574,0.327,1.676,1006,15761,441
835000,41.22792613,0.923,0.097,2.064,1006,15761,441
410000,42.06198176,0.989,0.804,2.013,1006,15761,441
500000,41.12294749,0.853,0.481,0.895,1006,15761,441
576000,40.743145320000004,1.292,0.702,1.342,1006,15761,441
640000,41.73602231,1.402,0.124,1.565,1006,15761,441
400000,41.25261654,1.17,0.363,1.296,1006,15761,441
617000,40.80623095,1.165,0.712,1.193,1006,15761,441
580000,40.89673782,1.368,0.596,1.464,1006,15761,441
525000,41.63312174,1.163,0.227,1.32,1006,15761,441
650000,40.68806618,1.393,0.745,1.452,1006,15761,441
550000,41.19363149,0.897,0.271,0.982,1006,15761,441
565000,41.24265768,0.746,0.399,0.802,1006,15761,441
490000,41.42096242,1.136,0.376,1.277,1006,15761,441
545000,42.07620694,1.322,0.461,1.493,1006,15761,441
480000,41.92656858,0.792,0.516,0.96,1006,15761,441
550000,41.85983006,0.766,0.444,0.932,1006,15761,441
422000,41.63206073,0.553,0.264,0.688,1006,15761,441
522000,41.63332026,0.57,0.252,0.707,1006,15761,441
481500,40.92846725,1.319,0.551,1.414,1006,15761,441
520000,40.56880346,1.402,0.917,1.424,1006,15761,441
430000,41.38616851,1.199,0.362,1.339,1006,15761,441
575000,41.37943114,1.056,0.268,1.19,1006,15761,441
555000,41.94514807,0.601,0.513,0.771,1006,15761,441
570000,41.18147601,1.337,0.496,1.464,1006,15761,441
670000,41.84484914,0.487,0.441,0.65,1006,15761,441
565000,39.45443852,1.367,0.463,3.063,1006,15761,441
680000,40.75057827,1.101,0.521,2.125,1006,15761,441
570000,40.96655584,1.024,0.757,0.943,1006,15761,441
495000,41.22845905,0.737,0.127,1.865,1006,15761,441
586000,40.84960578,0.859,0.469,1.275,1006,15761,441
460000,42.06198176,0.989,0.804,2.013,1006,15761,441
632000,41.2902961,0.785,0.97,0.654,1006,15761,441
568000,40.60174233,1.266,0.341,1.345,1006,15761,441
360000,42.00842855,0.395,0.33,1.068,1006,15761,441
520000,42.06322524,0.607,0.308,0.399,1006,15761,441
500000,40.94529359,0.682,0.702,1.556,1006,15761,441
505000,40.61211133,1.005,0.522,1.694,1006,15761,441
430000,42.0724965,0.641,0.319,0.433,1006,15761,441
537500,41.4535319,0.584,0.264,1.736,1006,15761,441
438000,42.08729665,0.646,0.309,0.44,1006,15761,441
500000,40.66882447,0.95,0.591,1.685,1006,15761,441
554000,41.76333548,0.381,0.636,1.478,1006,15761,441
600000,41.20044259,0.562,0.376,1.646,1006,15761,441
475000,40.53108565,1.124,0.775,1.954,1006,15761,441
465000,42.45491889,0.856,0.648,1.41,1006,15761,441
600000,40.78499816,0.899,0.419,1.353,1006,15761,441
637500,42.61976912,3.008,0.912,3.987,1006,15761,441
420000,40.85755685,1.315,0.589,1.397,1006,15761,441
510000,41.81804444,0.981,0.428,1.146,1006,15761,441
620000,40.17328194,1.763,0.757,1.733,1006,15761,441
550000,40.00567073,1.679,0.422,1.946,1006,15761,441
590000,39.4951391,1.177,0.472,2.039,1006,15761,441
520000,39.36319859,1.054,0.43,1.953,1006,15761,441
505000,39.97213263,1.661,0.579,1.94,1006,15761,441
